PROLIFIC_PID,totalTime,subj2LR_pre,subj2LR_post,subj2p0_4prm,subj2D_4prm,subj2NLL_biasedOC,subj2LRTp_biasedOC,qa:dec_%rt<300,qa:dec_%rt>10000,qa:dec_%Conseqs,qa:dec_instruxDur,qa:frat_%rt<300,qa:frat_%rt>10000,qa:frat_%Conseqs,qa:frat_instruxDur,qa:blurEv
5f2f86864fd821374b4367bc,317.618,0.9999546021312976,4.53978687024344e-05,-0.9999092042625952,0.4949408985523309,160.45283738836767,2.0375747395924288e-24,0.7803030303030303,0.0075757575757575,0.8712121212121212,2.0,0.0,0.0,0.8333333333333334,0.6,0.0
61492ac26b91b5b11ba2c88b,504.727,0.1742166342599225,0.207169226008874,-0.3982220268325996,0.1660098803075579,192.6637768357876,3.1747325231024503e-10,0.0,0.0,0.1590909090909091,7.36,0.0,0.0,0.0,29.62,0.0
60234c1d5a0cf81cba76ce5d,1140.393,4.53978687024344e-05,0.6833536298333204,-0.1601659580507343,0.6466732958952318,207.873436208436,0.0024943456238954,0.0,0.053030303030303,0.1590909090909091,22.99,0.0,0.3333333333333333,0.0,56.12,0.0
6362aca86b740b1ec4cb6efb,635.299,0.1319684951904546,0.0061550573793099,-0.5236293770150875,0.9999546021312976,172.83715072739994,5.5640506578201e-19,0.3712121212121212,0.0075757575757575,0.2045454545454545,1.86,0.0,0.1666666666666666,0.0,65.18,4.0
60fcd2b146529d02f1566012,442.68,0.2156047377221944,0.0156687429605415,-0.4627977525540339,0.9999546021312976,181.4867404980305,3.580382417555538e-15,0.0,0.0,0.3863636363636363,7.45,0.0,0.0,0.3333333333333333,24.14,0.0
63ed12d2c25b08ba24fe8a41,496.667,0.4949976753347083,0.5533710080211736,0.0457097458591795,0.4794094313711189,171.6452343065107,1.6651804073812413e-19,0.0,0.0,0.2196969696969697,6.32,0.0,0.0,0.3333333333333333,16.07,1.0
5d412a9013864b0015b14b31,324.832,0.2551168234094105,4.53978687024344e-05,-0.5113754081590669,0.4713909128502965,207.9151888422913,0.0026108611625781,0.6590909090909091,0.0,0.3484848484848485,4.58,0.0,0.0,0.0,19.13,0.0
63d2bc12a843f8466a8f83e0,546.348,0.9999546021312976,0.9999546021312976,-0.3507257375553999,0.8428780730330905,143.2022026097004,5.702164717361281e-32,0.0075757575757575,0.0,0.4318181818181818,13.8,0.0,0.0,0.0,71.33,1.0
610b416fd4f5d1dcfaa28d7a,465.434,0.8878488395362251,0.8695516669672916,-0.6802208741522398,0.5663726549780914,175.13796992830547,5.718750973539978e-18,0.0,0.0,0.2424242424242424,10.85,0.0,0.0,0.1666666666666666,12.14,0.0
63d9f31dba727de153019798,336.128,4.53978687024344e-05,0.0076753761058365,0.9999092042625952,4.53978687024344e-05,126.63074608743096,3.259435840568272e-39,0.6666666666666666,0.0,0.553030303030303,5.47,0.0,0.0,0.8333333333333334,21.47,0.0
620bdd8ca922fc3f247f6c82,335.259,0.0141110863032488,0.0666321171150709,-0.3686175563685897,4.53978687024344e-05,205.22199553777548,0.0001441120160779,0.2575757575757575,0.0,0.2651515151515151,3.28,0.1666666666666666,0.0,0.1666666666666666,5.62,0.0
62ec219e5f3634408fb35580,462.284,0.076945261478066,0.0767874952710524,0.2939332437632072,0.9999546021312976,201.58647655070035,3.157060955689114e-06,0.1893939393939394,0.0,0.3863636363636363,10.25,0.0,0.0,0.0,29.29,0.0
594936ad4152bf0001bfd5cd,407.559,0.6063846138726815,0.6492567093938351,0.0238966529107302,0.8661567753747683,173.79280288500516,1.4642031857447896e-18,0.0,0.0,0.3181818181818182,6.83,0.0,0.0,0.0,10.92,0.0
63d842d3e9626bd5fe5c17b1,675.732,0.0943842985907234,4.53978687024344e-05,0.8957865098930606,0.9999546021312976,200.573966099586,1.1005636274483328e-06,0.803030303030303,0.0,0.7121212121212122,9.1,0.0,0.0,0.0,47.24,1.0
631bc422eec20143118ad66b,316.584,0.4394680747707096,0.0582075205735277,0.4698233915027423,4.53978687024344e-05,163.25022822123208,3.4339004213852734e-23,0.8560606060606061,0.0,0.5151515151515151,6.89,0.0,0.0,0.5,4.68,1.0
58016c9f551314000145af58,471.173,0.0306243675004623,0.0470231881821158,-0.0298860417065018,4.53978687024344e-05,207.4866685654676,0.0016364597294617,0.5909090909090909,0.0,0.5378787878787878,7.46,0.0,0.0,0.1666666666666666,21.06,2.0
63d1c10210ce566ce71616e8,419.72,0.0057253865831917,0.0951395734484774,0.0007752204032427,0.2514758007078,210.52651441854792,0.0500859214396217,0.4166666666666667,0.0,0.1439393939393939,5.71,0.0,0.0,0.1666666666666666,26.35,0.0
5e55e83cc65ccb5ed547cb04,622.936,0.0489859575996948,4.53978687024344e-05,-0.0521693876004036,0.1048063639063158,209.81130401595848,0.0217084692217712,0.0227272727272727,0.0,0.0227272727272727,45.04,0.0,0.0,0.1666666666666666,50.17,0.0
63e5b3e89a3823139cb9d35e,335.92,0.1818280582588601,0.1149683574384531,0.7367186003271098,0.1610678020553902,184.7898840676185,1.0284718423557705e-13,0.803030303030303,0.0,0.7424242424242424,7.36,0.0,0.0,0.1666666666666666,6.21,1.0
6400ea4cec0b310140841b2d,438.28,0.0138141964925957,0.6454434975996166,-0.3674292774664525,0.7121080346878654,198.9235275067466,1.988195906813796e-07,0.2272727272727272,0.0,0.2272727272727272,10.95,0.0,0.0,0.0,15.38,0.0
6352b3c968388ef86f3556db,360.793,0.335646518359413,4.53978687024344e-05,0.9999092042625952,0.1844761323778915,156.69488912300744,4.593808846994933e-26,0.1439393939393939,0.0,0.4318181818181818,2.11,0.0,0.0,0.0,8.86,0.0
63dc7b5bf451a34177b66c66,459.587,0.5517785730439646,0.1540499747158556,-0.5606757303154204,0.8754497887966566,180.29691317244323,1.06966060681024e-15,0.2045454545454545,0.0,0.3787878787878788,8.47,0.0,0.0,0.0,19.5,0.0
63d881ab484805569b553bd8,533.905,4.53978687024344e-05,0.1181860602447046,0.1801073606578689,0.3608194647791183,208.3906000104626,0.0044011798730981,0.1287878787878787,0.0,0.1136363636363636,4.48,0.0,0.0,0.0,28.24,0.0
63d43dc4b4b7a0e426a381cd,534.733,0.2105221235870298,0.120500346459996,-0.0435778762108721,4.53978687024344e-05,190.9712837084882,5.618442342767227e-11,0.0,0.0,0.3257575757575757,8.24,0.0,0.0,0.3333333333333333,19.36,0.0
5e7abb2c6c89e4000a180b4a,526.602,0.4347747313196271,4.53978687024344e-05,-0.5658202518717712,0.9999546021312976,137.0820307131368,1.2020918548014475e-34,0.0,0.0,0.4545454545454545,11.27,0.0,0.0,0.1666666666666666,30.92,0.0
63d42c21dc6f4d60e34cc337,503.41,4.53978687024344e-05,4.53978687024344e-05,0.4142962482465024,0.0683928138035558,192.05617825772464,1.7043300232709047e-10,0.1893939393939394,0.0,0.1666666666666666,11.15,0.0,0.0,0.1666666666666666,33.53,0.0
62f6bc18e456bdf4bc90dd7b,1462.01,0.0685446404425849,0.0765342448170307,-0.1282213137933022,0.2486303327954438,209.47533930289185,0.0147932085920954,0.4015151515151515,0.0227272727272727,0.5454545454545454,22.21,0.0,0.0,0.1666666666666666,297.74,1.0
632aaef27780d596dc7e0a9f,667.598,0.4373148648807903,0.5526608665040005,-0.2336527338052892,0.832979939800372,186.7818455809657,7.815622098498822e-13,0.0,0.0,0.2575757575757575,18.27,0.0,0.0,0.0,29.2,0.0
63d6873b65a6170d64a652f6,568.048,0.3074909163622667,4.53978687024344e-05,0.7963639142267862,0.0116974223245853,152.5662623084115,7.142947474489386e-28,0.0075757575757575,0.0151515151515151,0.4924242424242424,6.47,0.0,0.3333333333333333,0.0,37.95,0.0
633fa968afc8d3d2c0d8745c,449.022,0.0021597121062003,4.53978687024344e-05,0.0464489425142373,4.53978687024344e-05,212.0739556195204,0.3884789595733086,0.1439393939393939,0.0,0.2651515151515151,12.07,0.0,0.0,0.0,10.57,0.0
5c3161130cfe9a00012f71ff,282.039,0.0962735370983672,0.0206600554280856,0.3523251270627354,4.53978687024344e-05,182.5465959147932,1.0508784495446351e-14,0.7954545454545454,0.0,0.5909090909090909,2.79,0.0,0.0,0.1666666666666666,2.4,0.0
5f1f3581b5cf3e103cc545c9,689.277,0.320296455264247,0.0033065106780481,-0.195882521632157,0.7369749613972769,194.77734448634604,2.773247998254681e-09,0.0,0.0075757575757575,0.2424242424242424,10.55,0.0,0.0,0.1666666666666666,20.34,1.0
63d42387aba51e699ab9ce5c,283.1,0.0380218982037673,4.53978687024344e-05,0.2958831662914811,0.2023044682353415,201.33747714850904,2.4355196762125985e-06,0.6590909090909091,0.0075757575757575,0.0681818181818181,2.88,0.1666666666666666,0.0,0.0,4.94,0.0
5fa935b3d330fa0429da624a,389.613,0.5984985627326945,0.3455723804726473,0.9999092042625952,0.1776207442501022,179.84233746951514,6.743184133364594e-16,0.0075757575757575,0.0,0.2348484848484848,2.54,0.0,0.0,0.0,5.89,0.0
63d97863bc1e08294519edd8,384.577,0.2742942814761362,0.0012893132863812,-0.9999092042625952,4.53978687024344e-05,180.9070475736465,1.987299260799085e-15,0.2348484848484848,0.0,0.6666666666666666,4.38,0.0,0.0,0.0,17.37,0.0
60fefd59226b2b1d87bc36db,802.65,0.1770881870706091,4.53978687024344e-05,0.1756098245581356,4.53978687024344e-05,185.09983500290352,1.4098338915626833e-13,0.0151515151515151,0.0303030303030303,0.3106060606060606,20.0,0.0,0.1666666666666666,0.1666666666666666,223.45,0.0
5f5691fb24d1090e6bcdf1ec,443.622,0.2127490690758054,0.4549355830032422,-0.123974445915951,0.5233890634574432,198.98135106757636,2.1107819326661415e-07,0.1363636363636363,0.0,0.1590909090909091,9.91,0.0,0.0,0.1666666666666666,33.45,0.0
5d5606cd4171ec00182e2b15,326.668,0.3760918587843405,4.53978687024344e-05,0.0931891353821228,0.0293127368071802,183.8578345594944,3.9851681088806366e-14,0.7727272727272727,0.0075757575757575,0.7121212121212122,5.8,0.1666666666666666,0.0,0.3333333333333333,4.92,1.0
6162341a644c08d5cca4b7bb,481.351,0.1707328362244767,4.53978687024344e-05,-0.2223845192835466,0.0996649640978956,202.9571754630923,1.322858071835978e-05,0.0303030303030303,0.0,0.2575757575757575,4.06,0.0,0.0,0.1666666666666666,31.98,0.0
6400de8f305c51d03c2a9a0e,380.175,4.53978687024344e-05,0.4559342705975229,-0.135834027037799,0.9971893484096264,195.32906678320663,4.8880846574149175e-09,0.2424242424242424,0.0,0.1818181818181818,1.94,0.0,0.0,0.0,8.9,0.0
5b184f9768a5ed0001734190,720.175,0.0814826861733932,4.53978687024344e-05,-0.1417744243525449,0.5873851390707102,209.76256969498945,0.0205274857826532,0.0151515151515151,0.0,0.2196969696969697,214.37,0.0,0.0,0.5,41.08,0.0
56b8de29e1d0a200051517f8,412.837,0.1543557367422471,0.1611503479645124,-0.0526315943135674,0.8085791871492146,204.04935921289484,4.168920124331672e-05,0.0,0.0,0.6893939393939394,9.92,0.0,0.0,0.1666666666666666,15.4,0.0
63fba157c9ebcb0ba6397872,377.702,0.8285257948909001,0.8021282722751724,0.0487347894982317,0.2065159824869781,194.74480690107472,2.682120098898337e-09,0.303030303030303,0.0,0.3333333333333333,2.81,0.0,0.0,0.3333333333333333,10.03,0.0
63e802622f8052bd67d6c5f0,381.973,0.2168045386530945,4.53978687024344e-05,0.6920915136061727,0.4014862097597293,193.58869688972385,8.190552217775101e-10,0.0151515151515151,0.0,0.2954545454545454,5.63,0.0,0.0,0.0,11.98,0.0
63d413840c9c512ac3dfc533,343.548,0.1298785903280579,0.2253052895437524,0.9999092042625952,4.53978687024344e-05,139.5476986915293,1.438442563504849e-33,0.1212121212121212,0.0,0.6363636363636364,1.12,0.0,0.0,0.0,8.36,0.0
63ed15bed4665c62d9e6dbb2,1424.679,0.301991132141251,0.0899419348033358,0.4094770105847518,0.7078116251476303,209.07888052127737,0.0094600313749823,0.8484848484848485,0.0,0.5075757575757576,922.96,0.0,0.0,0.0,159.6,0.0
63e1f5009f56fcb831963f19,690.201,0.0367348188127703,4.53978687024344e-05,0.1116534933468784,0.3632898678764634,210.35600490325044,0.0409133782189139,0.3106060606060606,0.0227272727272727,0.2272727272727272,33.06,0.0,0.0,0.1666666666666666,74.28,0.0
5c4e31b37065de00011f795d,1070.254,4.53978687024344e-05,4.53978687024344e-05,-0.9999092042625952,0.9999546021312976,103.66349952232989,3.073388422664719e-49,0.0,0.0606060606060606,0.7424242424242424,65.57,0.0,0.1666666666666666,0.6666666666666666,53.38,0.0
572041d6fd3a5200093c1295,311.041,0.1303485917996051,0.4862273478117204,0.5759875290203147,0.5136447030401711,206.16884625935344,0.0003953768057379,0.6818181818181818,0.0,0.6515151515151515,2.0,0.0,0.0,0.1666666666666666,11.1,0.0
63d41088860131e49a85cfac,440.54,0.0372117117565567,0.0854499293275192,0.2315989469526711,4.53978687024344e-05,196.39030654419187,1.4561084417071449e-08,0.0833333333333333,0.0,0.1590909090909091,17.55,0.0,0.0,0.0,18.78,0.0
6400e1e1c539ed3882af8d8f,886.013,0.2699221588881587,0.0528539123385021,-0.9999092042625952,0.9019248176820298,168.95085790988844,1.0907717231647352e-20,0.0,0.0,0.3257575757575757,23.12,0.0,0.0,0.0,112.34,1.0
63f2e107c4d0bc684b99d2c6,405.341,0.1007261203436385,0.1125938896684699,0.2355402173372367,0.6765781113389486,208.30170280223209,0.0039903450961217,0.2954545454545454,0.0,0.6287878787878788,3.21,0.0,0.0,0.8333333333333334,17.66,0.0
5f43ef4041bb5f11a27aa07e,541.79,0.0589664339372854,0.0174916678137244,0.4146499610274714,0.8544559631919948,206.68508961560156,0.000687984587888,0.0151515151515151,0.0,0.2196969696969697,17.05,0.0,0.1666666666666666,0.1666666666666666,40.69,0.0
5dbf692c2a1dd63f64ef5ae4,506.952,0.2718260435224776,4.53978687024344e-05,-0.9999092042625952,0.9999546021312976,112.87727566753033,3.222161045035377e-45,0.3106060606060606,0.0,0.6363636363636364,8.44,0.0,0.0,0.5,40.78,0.0
5fd8025bcfda8b1165a0b16e,531.762,0.5769425130765635,0.7616920392298548,0.1394353478119741,0.6365433115406832,188.54085003276973,4.69612555871905e-12,0.0151515151515151,0.0,0.1666666666666666,11.18,0.0,0.0,0.1666666666666666,22.04,0.0
60fd933d5461857048f9e74c,439.649,0.0662423448444158,4.53978687024344e-05,0.4048579001841601,0.0195212689051365,187.49319168768744,1.6135436832020769e-12,0.25,0.0,0.3106060606060606,7.17,0.0,0.0,0.0,21.11,0.0
60f75a701ac4cfc5c17cceb7,528.771,0.1234297017777134,0.2009050714630123,-0.266869549875027,0.4454042850727597,204.5487547146869,7.062241005556904e-05,0.0,0.0,0.3712121212121212,7.42,0.0,0.0,0.1666666666666666,17.54,0.0
5e87900b524dca41065df104,336.545,4.53978687024344e-05,0.0480287775032388,0.2471505721959483,0.4927750647619479,205.51237360391556,0.0001962281141577,0.5909090909090909,0.0151515151515151,0.0757575757575757,3.13,0.6666666666666666,0.0,0.6666666666666666,12.15,0.0
5edc0583f16dff0c806bdbb6,420.414,0.1706386235344316,0.0084664040715118,0.7894148090426376,4.53978687024344e-05,152.02779150671918,4.150588023113699e-28,0.3712121212121212,0.0075757575757575,0.5833333333333334,1.59,0.0,0.0,0.3333333333333333,3.62,0.0
608d0831835bd8f85ac9237e,583.844,0.0031759154817071,0.0433222832573473,0.3016675812629255,0.3183513974877037,202.1372198443084,5.609082500339284e-06,0.0984848484848484,0.0,0.0909090909090909,18.75,0.0,0.0,0.0,45.17,0.0
6108027a71236aa28a407666,439.409,0.2860583500688307,0.0664600963857848,-0.3393420154643015,0.3023287930317295,201.159705951352,2.0239248500235267e-06,0.0,0.0,0.3181818181818182,2.01,0.0,0.0,0.5,9.82,0.0
6005fd9c8bbd67931607e518,422.877,4.53978687024344e-05,4.53978687024344e-05,0.8339765737654043,4.53978687024344e-05,149.04182288845786,2.04648087381591e-29,0.2878787878787879,0.0,0.7727272727272727,5.68,0.0,0.0,0.1666666666666666,13.49,0.0
5ee71ce25f11c84a3e909b09,579.666,0.0831960947116229,0.1325623361843162,-0.257316826455037,0.4745021705945626,208.5407560120949,0.0051955119522821,0.1818181818181818,0.0075757575757575,0.4545454545454545,3.62,0.0,0.0,0.0,18.43,0.0
5ec0d47ecf12be4ea2754516,433.187,0.1361748732830648,0.086762728802939,0.3950449551533437,0.201007838712112,195.20085530116668,4.284692384329047e-09,0.5984848484848485,0.0,0.4166666666666667,3.24,0.0,0.0,0.3333333333333333,6.51,0.0
63e5be4daa8fac2e51d4fe91,336.715,0.2620265871376026,4.53978687024344e-05,-0.9445970200260256,0.1611004459200571,184.12812460897928,5.2459978064206597e-14,0.1818181818181818,0.0,0.3636363636363636,4.02,0.0,0.0,0.0,10.02,0.0
60ff4339f5ffb265d16b144f,460.942,0.0702797734816577,4.53978687024344e-05,-0.0884952388546915,0.5208850268281847,210.9318392807846,0.0818423526110048,0.3484848484848485,0.0,0.0681818181818181,15.28,0.0,0.1666666666666666,0.0,35.83,1.0
63ea4e8c0e9a66f5843ed4ac,277.195,0.5195712129383557,4.53978687024344e-05,0.2740936183012956,4.53978687024344e-05,189.13903469816103,8.646079627482031e-12,0.6212121212121212,0.0,0.7727272727272727,2.14,0.1666666666666666,0.0,0.8333333333333334,5.87,1.0
6361769fee0c219b0f1cc480,396.633,4.53978687024344e-05,0.0210035374405153,-0.8559014155149087,7.589496315598391e-05,155.32964921285566,1.1590242003202107e-26,0.1515151515151515,0.0,0.4318181818181818,5.05,0.0,0.0,0.8333333333333334,18.58,0.0
63d13b44f511eff0aef876f2,349.689,0.768612620208369,0.9050509912640798,0.0585825204823415,0.8858165826127109,165.6589928969849,3.913685922995122e-22,0.1515151515151515,0.0,0.4848484848484848,7.25,0.0,0.0,0.0,20.17,0.0
61021c2ad3b0633be797eddf,587.894,0.1785837360210756,4.53978687024344e-05,-0.1469073171986725,0.4720165712598217,207.1766790265532,0.0011692903077222,0.0,0.0075757575757575,0.0151515151515151,15.36,0.0,0.0,0.0,78.61,0.0
5fe354a2e44df4fb4634bbc3,397.853,0.1531264274019467,0.0286553372204743,0.3681634045458501,0.3431353870059396,199.26336667817867,2.826337311885832e-07,0.1136363636363636,0.0,0.3484848484848485,12.01,0.0,0.0,0.0,29.4,0.0
5d5a48a67ca41f0001e97f8b,407.271,4.53978687024344e-05,0.0110625510052533,-0.2783963578009032,4.53978687024344e-05,204.1849688836373,4.809719935192302e-05,0.2575757575757575,0.0,0.1666666666666666,16.33,0.0,0.0,0.1666666666666666,10.74,0.0
5d9303bbc400a90018821b13,351.945,0.2123584425441829,0.1329083652766722,-0.9999092042625952,0.5507207691334701,180.1781369921373,9.481662722355344e-16,0.3863636363636363,0.0,0.4090909090909091,9.2,0.0,0.0,0.0,16.86,1.0
63f77d4f671167ec16eee15c,414.47,0.0531448484698352,0.1242613415625916,0.0499352625240421,0.3557112991881704,209.3644403568596,0.0130469826764537,0.1212121212121212,0.0,0.1969696969696969,4.34,0.0,0.0,0.0,20.32,0.0
63e576170eb086a90644efb4,371.285,0.7452535685517866,0.8337763858371492,0.9999092042625952,0.4278573636838751,176.69346931838757,2.7660265787326578e-17,0.0833333333333333,0.0,0.4924242424242424,2.48,0.0,0.0,0.3333333333333333,15.7,1.0
60d2d061fd054556769ca306,373.885,0.3992058666612482,0.3172231853428718,0.7226999565308418,0.3139380247062326,196.2002143802587,1.1973469758000553e-08,0.1742424242424242,0.0,0.4318181818181818,6.09,0.0,0.0,0.1666666666666666,3.03,0.0
5fb7c9fa2be0a83d8f8913b8,368.783,0.0162177363911597,4.53978687024344e-05,-0.5785721701439724,4.53978687024344e-05,188.91981399586004,6.912875672774023e-12,0.0075757575757575,0.0,0.3939393939393939,2.27,0.0,0.0,0.1666666666666666,13.56,0.0
63bda65b774a91e291c5b1a8,603.434,0.0407470540272382,4.53978687024344e-05,0.2576807398079008,0.0292245647174682,200.7423284659688,1.311038840123478e-06,0.0984848484848484,0.0,0.3409090909090909,10.94,0.0,0.0,0.0,40.09,0.0
63e857fe022e159687d56f41,387.508,4.53978687024344e-05,4.53978687024344e-05,0.9999092042625952,4.53978687024344e-05,73.66910092488396,2.5630634164458462e-62,0.7954545454545454,0.0,0.9621212121212122,9.46,0.0,0.0,0.0,4.25,0.0
5bb94dea3ea7ed00017cb109,458.949,0.2472482273570721,4.53978687024344e-05,-0.2687217564310852,0.6408747835450637,184.91930274398493,1.1732290707022994e-13,0.0,0.0,0.0833333333333333,5.46,0.0,0.0,0.1666666666666666,24.73,0.0
63d73bfc8765da5b8a06f465,889.495,0.1053809749648726,4.53978687024344e-05,0.1448105604882701,0.4216076696040055,204.86040927925924,9.82109351736854e-05,0.0,0.0075757575757575,0.0833333333333333,31.51,0.0,0.1666666666666666,0.1666666666666666,75.31,0.0
628419137c4c3ded72e4874d,493.129,0.1573318092372275,0.0802412035866517,0.206484265324645,0.7607877353050723,208.6393597233364,0.0057952547602636,0.0,0.0,0.2575757575757575,7.07,0.0,0.0,0.3333333333333333,11.61,0.0
63e711bb284d2bc894a057a6,737.706,0.8087727512405091,0.5292478434835692,0.6905602974423914,0.6351040340938078,185.98651666432676,3.476659947465621e-13,0.0,0.0,0.1363636363636363,12.1,0.0,0.0,0.1666666666666666,37.88,0.0
60ed200c728ab881912aac11,501.282,0.5400204907213483,0.0493678710109153,-0.3666432283945653,0.3887847848635057,196.3803624416385,1.44127848223145e-08,0.053030303030303,0.0,0.5227272727272727,31.63,0.0,0.0,0.0,22.43,0.0
63d7ddc0c07dd5787084df8e,418.351,0.1073511960004304,0.0589701610516425,-0.2162901514930384,0.652938010219385,204.6520944263104,7.877696651778657e-05,0.106060606060606,0.0,0.4393939393939394,3.12,0.0,0.0,0.1666666666666666,11.49,0.0
60fd9e6a8312b735fef884d4,729.271,0.0341742332755306,0.1079939584023686,0.2829030981296223,0.2013941471591362,200.9300269426836,1.5936410922851416e-06,0.0,0.0,0.0681818181818181,16.35,0.0,0.0,0.0,51.99,0.0
5e03f8517f08edece67a3137,720.008,0.1190585231463249,0.074785122360071,0.352819114333575,4.53978687024344e-05,187.811760127466,2.232650676009196e-12,0.0303030303030303,0.0227272727272727,0.3333333333333333,38.71,0.0,0.0,0.0,32.73,0.0
61282ca83be28773ac7c421f,961.663,0.6727807077886464,0.8570491143859217,-0.4549212068888733,0.3861257363913283,189.28700575058923,1.0055676571354392e-11,0.0,0.0075757575757575,0.4015151515151515,98.18,0.0,0.1666666666666666,0.1666666666666666,58.62,0.0
6310ceffa120ca2c1fbe1d92,625.906,0.0734510698537929,4.53978687024344e-05,0.5339590668890588,0.0823239063441956,188.0879296261792,2.958808036609966e-12,0.0,0.0,0.1893939393939394,14.62,0.0,0.0,0.5,29.84,0.0
62d78737dcea82e9f96b957c,519.214,4.53978687024344e-05,4.53978687024344e-05,0.4331410885627302,4.53978687024344e-05,190.36191105916657,3.0140062607516386e-11,0.5075757575757576,0.0,0.3181818181818182,9.77,0.0,0.0,0.0,35.27,0.0
63d865b3e3e28b34ec2ed45c,330.253,0.0186557378567166,4.53978687024344e-05,0.7731067320866278,0.9999546021312976,174.4346002463818,2.8046391877158094e-18,0.5984848484848485,0.0,0.5681818181818182,5.4,0.6666666666666666,0.0,0.8333333333333334,14.03,0.0
60fcd5602ff7c8f0866ecd0c,372.939,0.0192480686196009,4.53978687024344e-05,-0.9999092042625952,0.9999546021312976,117.29235306978072,2.724840474097785e-43,0.2727272727272727,0.0,0.4090909090909091,5.38,0.0,0.0,0.1666666666666666,15.42,0.0
631699e51577c995252cf3fc,253.921,0.0227485645012352,4.53978687024344e-05,0.7651379552029138,4.53978687024344e-05,159.14477006206278,5.441636781676611e-25,0.3787878787878788,0.0,0.2575757575757575,0.91,0.3333333333333333,0.0,0.0,1.63,0.0
62d06d1b651d6922f62fab9b,398.975,4.53978687024344e-05,0.0820012931633371,0.0367260797125681,4.53978687024344e-05,208.94871671896937,0.0081775369773368,0.5984848484848485,0.0,0.3636363636363636,2.77,0.0,0.0,0.1666666666666666,29.35,0.0
627ea14463f25dce42e73d51,453.763,0.1994275989167935,0.0203582286278226,0.3507890319936626,0.3254321419307126,199.86405844419863,5.266987496572412e-07,0.4015151515151515,0.0,0.2424242424242424,3.45,0.0,0.1666666666666666,0.1666666666666666,13.11,2.0
5fcecd70db3ccb1a7f9331c9,476.486,0.2305184959240456,0.0517824689855468,-0.017416167656568,0.2082435552828051,196.4257109427876,1.5101599647519643e-08,0.0075757575757575,0.0,0.4924242424242424,11.5,0.0,0.0,0.3333333333333333,44.44,0.0
6338c2127eed17193a7a4d32,424.33,0.0151404779444502,4.53978687024344e-05,0.0591171657320475,4.53978687024344e-05,210.91886829963863,0.0805448912473467,0.5757575757575758,0.0,0.1818181818181818,18.34,0.0,0.0,0.0,24.42,0.0
60aeef267e494909058ef34e,418.209,0.1152331302345613,0.0676551600628289,-0.0246423146448385,0.4622528305179981,211.2999291127415,0.1300631476749,0.5454545454545454,0.0,0.1363636363636363,8.8,0.0,0.0,0.0,16.39,1.0
63ed1fa5c88ecae92bf0c920,510.975,0.8037689257383958,0.7463992711116691,-0.9999092042625952,0.4063033176733661,169.44839526998027,1.804077416213404e-20,0.0,0.0,0.4621212121212121,5.83,0.0,0.0,0.0,23.41,2.0
63d7457dae12d98a8ebd18f6,464.53,0.0188057703842568,4.53978687024344e-05,0.2801956232185303,0.9999546021312976,208.32989184833644,0.0041162113294896,0.0227272727272727,0.0,0.4015151515151515,8.2,0.0,0.0,0.1666666666666666,25.02,0.0
602b3ed14ae791260d6d12c5,330.088,4.53978687024344e-05,4.53978687024344e-05,-0.9999092042625952,0.9999546021312976,123.65809093843342,1.6399190624387903e-40,0.1969696969696969,0.0,0.5757575757575758,1.64,0.0,0.0,0.1666666666666666,11.96,0.0
63d71e67dd0fcccd3cc745b0,478.435,0.0283197264438382,0.0045808952153688,0.6819848829957571,4.53978687024344e-05,169.98101545878188,3.0918321663333345e-20,0.2878787878787879,0.0,0.4393939393939394,12.26,0.0,0.1666666666666666,0.3333333333333333,19.43,6.0
63e573b546bc72bbe9bffc5f,549.771,0.2247795555704982,0.2556404721157395,-0.1508526719750292,0.2386618778054983,197.326270768278,3.819380699404325e-08,0.0,0.0,0.1515151515151515,14.08,0.0,0.0,0.0,25.47,1.0
